10635  transactions
user1574 createListing success
user1575 makeOffer success
user1574 acceptOffer success
user1575 finalize success
user1575 createListing success
user1574 makeOffer success
user1575 acceptOffer success
user1574 finalize success
user1576 createListing success
user1577 createListing success
user1578 createListing success
user1579 createListing success
user1579 makeOffer success
user1578 makeOffer success
user1577 makeOffer success
user1577 acceptOffer success
user1579 acceptOffer success
user1579 finalize success
user1559 makeOffer success
user1577 finalize success
user1580 createListing success
user1581 createListing success
user1581 makeOffer success
user1580 makeOffer success
user1580 acceptOffer success
user1581 finalize success
user1581 acceptOffer success
user1580 finalize success
user1582 createListing success
user1583 createListing success
user1583 makeOffer success
user1582 acceptOffer success
user1582 makeOffer success
user1583 acceptOffer success
user1583 finalize success
user1582 finalize success
user1584 createListing success
user1585 createListing success
user1586 createListing success
user1587 createListing success
user1588 createListing success
user1589 createListing success
user1590 createListing success
user1591 createListing success
user1592 createListing success
user1593 createListing success
user1594 createListing success
user1584 updateListing success
user1585 updateListing success
user1595 makeOffer success
user1585 updateListing success
user1584 acceptOffer success
user1587 updateListing success
user1595 finalize success
user1588 updateListing success
user1595 makeOffer success
user1587 acceptOffer success
user1589 updateListing success
user1590 updateListing success
user1591 updateListing success
user1595 finalize success
user1596 makeOffer success
user1584 acceptOffer success
user1596 finalize success
user1592 updateListing success
user1593 updateListing success
user1584 createListing success
user1597 createListing success
user1598 createListing success
user1598 makeOffer success
user1597 acceptOffer success
user1597 makeOffer success
user1594 createListing success
user1598 finalize success
user1598 acceptOffer success
user1597 finalize success
user1599 makeOffer success
user1584 acceptOffer success
user1599 finalize success
user1600 createListing success
user330 finalize success
user1601 createListing success
user1602 makeOffer success
user1603 makeOffer success
user1604 makeOffer success
user1605 makeOffer success
user1606 makeOffer success
user1585 acceptOffer success
user1607 makeOffer success
user1608 createListing success
user1609 makeOffer success
user1591 acceptOffer success
user1610 makeOffer success
user1588 acceptOffer success
user1589 acceptOffer success
user1611 makeOffer success
user1590 acceptOffer success
user1592 acceptOffer success
user1600 acceptOffer success
user1612 makeOffer success
user1594 acceptOffer success
user1613 makeOffer success
user1614 createListing success
user1601 acceptOffer success
user1595 createListing success
user1615 createListing success
user1596 createListing success
user1616 createListing success
user1602 createListing success
user1617 createListing success
user1603 createListing success
user1618 createListing success
user1619 createListing success
user1604 createListing success
user1605 createListing success
user1606 createListing success
user1607 createListing success
user1609 createListing success
user1610 createListing success
user1611 createListing success
user1612 createListing success
user1613 createListing success
user1620 createListing success
user1621 createListing success
user1622 createListing success
user1380 acceptOffer success
user1379 acceptOffer success
user1380 finalize success
user1465 finalize success
user1467 withdrawListing success
user1465 acceptOffer success
user1467 finalize success
user459 makeOffer success
user459 updateListing success
user459 updateListing success
user1568 finalize success
user1568 createListing success
user1573 withdrawOffer success
user1568 updateListing success
user1573 makeOffer success
user1568 acceptOffer success
user1573 finalize success
user1573 createListing success
user1426 finalize success
user1623 createListing success
user1624 createListing success
user1625 createListing success
user1626 createListing success
user1627 createListing success
user1628 createListing success
user1629 createListing success
user1630 createListing success
user1624 makeOffer success
user1623 acceptOffer success
user1624 finalize success
user1623 makeOffer success
user1624 acceptOffer success
user1623 finalize success
user1626 makeOffer success
user1631 makeOffer success
user1625 acceptOffer success
user1626 finalize success
user1632 createListing success
user1633 makeOffer success
user1631 createListing success
user1632 acceptOffer success
user1633 finalize success
user1633 createListing success
user94 updateListing success
user1632 makeOffer success
user1625 makeOffer success
user1633 acceptOffer success
user1626 acceptOffer success
user94 updateListing success
user1625 finalize success
user94 updateListing success
user1451 createListing success
user1632 finalize success
user94 updateListing success
user94 updateListing success
user94 updateListing success
user94 updateListing success
user94 updateListing success
user1634 createListing success
user1451 updateListing success
user94 updateListing success
user1635 createListing success
user1636 makeOffer success
user1451 acceptOffer success
user1637 createListing success
user1636 finalize fail
user1627 makeOffer success
user1628 acceptOffer success
user1636 finalize success
user1627 finalize success
user1638 createListing success
user1639 createListing success
user1640 createListing success
user1641 createListing success
user1642 createListing success
user1643 createListing success
user1644 createListing success
user1645 createListing success
user1646 createListing success
user505 acceptOffer success
user1647 createListing success
user1648 createListing success
user1649 createListing success
user505 acceptOffer fail
user1650 createListing success
user1651 createListing success
user1652 createListing success
user1652 createListing success
user1653 createListing success
user505 acceptOffer fail
user1654 createListing success
user1655 createListing success
user1656 createListing success
user1567 finalize success
user505 finalize success
user1657 createListing success
user505 finalize fail
user1658 createListing success
user1659 createListing success
user1660 createListing success
user1661 createListing success
user1662 createListing success
user1662 makeOffer success
user1658 makeOffer success
user1658 acceptOffer success
user1662 acceptOffer success
user1662 finalize success
user1663 createListing success
user1658 finalize success
user1663 makeOffer success
user1664 createListing success
user1652 acceptOffer success
user1665 createListing success
user1665 makeOffer success
user1666 createListing success
user1667 createListing success
user1133 finalize success
user1668 createListing success
user988 finalize success
user1667 makeOffer success
user1668 makeOffer success
user988 finalize fail
user1667 acceptOffer success
user1668 finalize success
user1668 acceptOffer success
user1667 finalize success
user1669 createListing success
user1670 createListing success
user1671 createListing success
user1672 createListing success
user1673 createListing success
user1664 acceptOffer success
user1665 finalize success
user1664 makeOffer success
user1665 acceptOffer success
user1663 finalize fail
user1663 finalize fail
user1674 createListing success
user1675 makeOffer success
user1664 finalize success
user1676 createListing success
user1676 createListing success
user1663 createListing success
user1652 makeOffer success
user1674 makeOffer success
user1663 acceptOffer success
user1652 finalize success
user1666 acceptOffer success
user1675 finalize success
user1388 finalize fail
user1663 finalize success
user1388 finalize fail
user1677 makeOffer success
user1635 makeOffer success
user1678 createListing success
user11 createListing success
user1679 makeOffer success
user1679 createListing success
user11 updateListing success
user1637 makeOffer success
user1680 createListing success
user1638 makeOffer success
user11 updateListing success
user118 updateListing success
user1644 makeOffer success
user1640 makeOffer success
user1681 createListing success
user1680 makeOffer success
user1678 makeOffer success
user1682 createListing success
user1680 acceptOffer success
user1678 acceptOffer success
user1683 createListing success
user1680 finalize success
user1678 finalize success
user118 updateListing success
user360 createListing success
user1684 createListing success
user1685 makeOffer success
user1018 makeOffer success
user118 updateListing success
user118 updateListing success
user12 acceptOffer success
user118 updateListing success
user1673 updateListing success
user144 acceptOffer success
user1596 updateListing success
user1602 makeOffer success
user1603 makeOffer success
user1604 makeOffer success
user1686 createListing success
user1605 makeOffer success
user1651 updateListing success
user1606 makeOffer success
user1607 makeOffer success
user1687 createListing success
user1609 makeOffer success
user1610 makeOffer success
user1611 makeOffer success
user930 makeOffer success
user1640 updateListing success
user1612 makeOffer success
user1613 makeOffer success
user118 updateListing success
user118 updateListing success
user1620 makeOffer success
user1621 makeOffer success
user1622 makeOffer success
user1683 acceptOffer success
user118 updateListing success
user118 updateListing success
user1635 makeOffer success
user1679 makeOffer success
user118 updateListing success
user1637 makeOffer success
user1638 makeOffer success
user118 updateListing success
user118 updateListing success
user1607 updateListing success
user118 updateListing success
user1606 updateListing success
user118 updateListing success
user1605 updateListing success
user1639 makeOffer success
user1643 makeOffer success
user118 updateListing success
user118 updateListing success
user118 updateListing success
user1231 finalize success
user118 updateListing success
user118 updateListing success
user1644 makeOffer success
user118 updateListing success
user1642 makeOffer success
user1645 makeOffer success
user1639 updateListing success
user1646 makeOffer success
user1648 makeOffer success
user1649 makeOffer success
user1688 makeOffer fail
user1641 makeOffer success
user71 createListing success
user1682 makeOffer success
user1688 makeOffer success
user71 updateListing success
user1650 makeOffer success
user1647 makeOffer success
user1651 makeOffer success
user1451 acceptOffer success
user1451 acceptOffer fail
user1606 updateListing success
user1688 finalize success
user1654 makeOffer success
user1568 makeOffer success
user1620 updateListing success
user1621 updateListing success
user1573 acceptOffer success
user1656 makeOffer success
user1568 finalize success
user1684 makeOffer success
user1638 updateListing success
user1657 makeOffer success
user1639 updateListing success
user1640 updateListing success
user1645 updateListing success
user1618 makeOffer success
user1659 makeOffer success
user1660 makeOffer success
user1661 makeOffer success
user1669 makeOffer success
user1670 makeOffer success
user1671 makeOffer success
user1672 makeOffer success
user1673 makeOffer success
user1687 makeOffer success
user1686 acceptOffer success
user144 createListing success
user1018 makeOffer success
user1687 finalize success
user144 updateListing success
user1687 acceptOffer success
user1018 finalize success
user1686 makeOffer success
user1687 acceptOffer success
user1018 makeOffer success
user1686 finalize success
user1686 acceptOffer success
user1018 finalize success
user71 createListing success
user144 updateListing success
user1018 makeOffer success
user71 updateListing success
user71 updateListing success
user126 updateListing success
user126 updateListing success
user144 updateListing success
user126 updateListing success
user1602 withdrawOffer success
user1603 finalize success
user71 updateListing success
user1603 withdrawOffer success
user1604 withdrawOffer success
user1604 finalize success
user1603 finalize fail
user1605 withdrawOffer success
user1605 finalize success
user1689 createListing success
user1690 createListing success
user1690 makeOffer success
user1689 makeOffer success
user144 updateListing success
user1689 acceptOffer success
user1690 acceptOffer success
user1690 finalize success
user144 updateListing success
user1689 finalize success
user144 updateListing success
user1691 createListing success
user1692 createListing success
user12 createListing success
user1692 makeOffer success
user1691 makeOffer success
user1691 acceptOffer success
user144 updateListing success
user1692 acceptOffer success
user1692 finalize success
user144 updateListing success
user1691 finalize success
user1693 createListing success
user1694 createListing success
user71 updateListing success
user1694 makeOffer success
user1693 makeOffer success
user1693 acceptOffer success
user1694 finalize success
user1694 acceptOffer success
user1693 finalize success
user1596 makeOffer success
user1599 makeOffer success
user1615 makeOffer success
user1695 createListing success
user1696 createListing success
user1696 makeOffer success
user1695 makeOffer success
user1695 acceptOffer success
user1599 createListing success
user1696 finalize success
user1696 acceptOffer success
user1695 finalize success
user1697 createListing success
user1698 createListing success
user1698 makeOffer success
user1697 makeOffer success
user1698 acceptOffer success
user1697 finalize success
user1697 acceptOffer success
user1698 finalize success
user1673 acceptOffer success
user1699 createListing success
user1700 createListing success
user1700 makeOffer success
user1699 makeOffer success
user1699 acceptOffer success
user1700 finalize success
user1700 acceptOffer success
user1699 finalize success
user1664 createListing success
user1665 createListing success
user1664 makeOffer success
user1602 acceptOffer success
user1665 acceptOffer success
user1664 finalize success
user1602 finalize success
user1693 createListing success
user1694 makeOffer success
user1603 acceptOffer success
user1693 acceptOffer success
user1694 finalize success
user1604 acceptOffer success
user1701 createListing success
user1606 acceptOffer success
user1702 createListing success
user1702 makeOffer success
user1701 makeOffer success
user1701 acceptOffer success
user1607 acceptOffer success
user1702 acceptOffer success
user1702 finalize success
user1609 acceptOffer success
user1701 finalize success
user1610 acceptOffer success
user1611 acceptOffer success
user71 updateListing success
user1612 finalize success
user1612 acceptOffer success
user1607 finalize success
user190 finalize fail
user1606 finalize success
user1613 acceptOffer success
user1611 finalize success
user1611 finalize fail
user1610 finalize success
user1610 finalize fail
user1703 createListing success
user1703 createListing success
user1629 makeOffer success
user1703 updateListing success
user1704 createListing success
user956 createListing success
user1630 acceptOffer success
user1703 updateListing success
user956 makeOffer success
user1629 finalize success
user1705 createListing success
user1706 createListing success
user956 makeOffer success
user1707 createListing success
user956 makeOffer success
user1708 createListing success
user1330 makeOffer success
user956 makeOffer success
user1703 acceptOffer success
user1330 finalize success
user1628 makeOffer success
user1487 updateListing success
user956 makeOffer success
user1487 updateListing success
user1627 acceptOffer success
user1703 makeOffer success
user1628 finalize success
user956 makeOffer success
user956 makeOffer success
user1487 acceptOffer success
user956 makeOffer success
user1630 makeOffer success
user1703 finalize success
user1629 acceptOffer success
user1630 finalize success
user956 makeOffer success
user1709 createListing success
user1710 createListing success
user1711 createListing success
user1712 createListing success
user1713 createListing success
user1714 createListing success
user1714 makeOffer success
user1709 acceptOffer success
user1714 finalize success
user1712 makeOffer success
user1711 acceptOffer success
user1712 finalize success
user956 createListing success
user1710 makeOffer success
user956 createListing success
user1713 acceptOffer success
user956 createListing success
user1710 finalize success
user956 createListing success
user1715 makeOffer success
user1716 makeOffer fail
user1716 makeOffer success
user956 acceptOffer success
user1716 finalize success
user1716 createListing success
user956 makeOffer success
user1716 acceptOffer success
user956 finalize success
user1717 createListing success
user1718 makeOffer success
user1719 createListing success
user1720 createListing success
user1721 createListing success
user1717 acceptOffer success
user1722 createListing success
user1723 createListing success
user1724 createListing success
user738 dispute success
user1709 makeOffer success
user1714 acceptOffer success
user1709 finalize success
user1718 finalize success
user1711 makeOffer success
user1712 acceptOffer success
user1718 createListing success
user1725 createListing success
user1711 finalize success
user1717 makeOffer success
user1713 makeOffer success
user1710 acceptOffer success
user1718 acceptOffer success
user1704 makeOffer success
user1705 makeOffer success
user1713 finalize success
user1704 acceptOffer success
user1717 finalize success
user1705 acceptOffer success
user1705 finalize success
user1704 finalize success
user1707 updateListing success
user1708 makeOffer success
user1720 makeOffer success
user1708 acceptOffer success
user1720 acceptOffer success
user1708 finalize success
user1720 finalize success
user1725 updateListing success
user1724 makeOffer success
user1721 acceptOffer success
user1726 createListing success
user1724 finalize success
user1344 createListing success
user968 finalize success
user1345 makeOffer success
user1344 acceptOffer success
user1722 makeOffer success
user1719 makeOffer success
user1345 finalize success
user1723 acceptOffer success
user1725 makeOffer success
user1722 finalize success
user1727 makeOffer success
user1719 acceptOffer success
user1725 acceptOffer success
user1719 finalize success
user1725 finalize success
user1346 acceptOffer success
user1727 finalize success
user1728 createListing success
user1727 createListing success
user1727 createListing success
user1728 makeOffer success
user1729 createListing success
user1727 acceptOffer success
user1701 createListing success
user1728 finalize success
user1702 makeOffer success
user1701 acceptOffer success
user1730 createListing success
user1730 makeOffer success
user1702 finalize success
user1728 acceptOffer success
user1728 acceptOffer fail
user1730 finalize success
user1731 makeOffer success
user1730 acceptOffer success
user1731 finalize success
user1732 createListing success
user1733 createListing success
user1731 createListing success
user1733 makeOffer success
user1732 makeOffer success
user1732 makeOffer success
user1189 makeOffer success
user1189 createListing success
user1549 makeOffer fail
user968 createListing success
user968 createListing success
user1734 createListing success
user1549 makeOffer fail
user1570 createListing success
user1735 createListing success
user1736 createListing success
user1569 makeOffer success
user1737 createListing success
user1737 makeOffer success
user1570 acceptOffer success
user1189 createListing success
user1569 finalize success
user11 updateListing success
user1735 acceptOffer success
user1189 updateListing success
user1735 acceptOffer fail
user1189 updateListing success
user1549 makeOffer success
user1737 finalize success
user1738 createListing success
user1725 createListing success
user1735 makeOffer success
user1737 acceptOffer success
user1719 makeOffer success
user1707 makeOffer success
user1706 makeOffer success
user1706 acceptOffer success
user1735 finalize success
user1707 acceptOffer success
user1549 makeOffer fail
user1706 finalize success
user1707 finalize success
user1725 acceptOffer success
user1719 finalize success
user1739 createListing success
user1725 createListing success
user1725 makeOffer success
user1739 acceptOffer success
user1725 finalize success
user1721 makeOffer success
user1549 makeOffer success
user1549 makeOffer success
user1724 acceptOffer success
user1725 createListing success
user1721 finalize success
user1739 makeOffer success
user1725 acceptOffer success
user1739 finalize success
user1723 makeOffer success
user1722 acceptOffer success
user1723 finalize success
user1666 createListing success
user1631 makeOffer success
user1740 makeOffer success
user1666 acceptOffer success
user1740 finalize success
user1741 createListing success
user1742 makeOffer success
user1743 createListing success
user1740 createListing success
user1744 createListing success
user1741 acceptOffer success
user1742 finalize success
user1666 makeOffer success
user1744 makeOffer success
user1743 acceptOffer success
user1740 acceptOffer success
user1744 finalize success
user1743 makeOffer success
user1666 finalize success
user1744 acceptOffer success
user1743 finalize success
user1742 createListing success
user1741 makeOffer success
user1742 acceptOffer success
user1741 finalize success
user968 updateListing success
user968 withdrawListing success
user968 withdrawListing success
user968 updateListing success
user968 updateListing success
user968 withdrawListing success
user738 makeOffer success
user1745 makeOffer success
user968 acceptOffer success
user320 finalize success
user738 finalize success
user190 finalize fail
user1746 createListing success
user1747 makeOffer success
user1746 acceptOffer success
user1747 finalize success
user1747 createListing success
user1746 makeOffer success
user1747 acceptOffer success
user1746 finalize success
user1748 createListing success
user1749 createListing success
user1749 makeOffer success
user1388 makeOffer success
user1748 makeOffer success
user653 createListing success
user1729 acceptOffer success
user1749 acceptOffer success
user1748 acceptOffer success
user1388 finalize success
user1749 finalize success
user1748 finalize success
user1750 createListing success
user1388 makeOffer success
user1750 acceptOffer success
user1388 finalize success
user1751 createListing success
user1388 createListing success
user1411 createListing success
user1388 createListing success
user1752 createListing success
user1753 createListing success
user1753 makeOffer success
user1752 acceptOffer success
user653 makeOffer success
user1720 createListing success
user1720 createListing success
user1739 makeOffer success
user1720 acceptOffer success
user1753 finalize success
user1753 updateListing success
user1739 finalize success
user1750 makeOffer success
user1754 makeOffer success
user1018 makeOffer success
user1755 createListing success
user1751 makeOffer success
user1753 acceptOffer success
user1752 makeOffer success
user1755 acceptOffer success
user1018 finalize success
user1753 acceptOffer success
user1751 finalize success
user1756 createListing success
user1752 finalize success
user1756 createListing success
user1751 createListing success
user1757 createListing success
user1663 makeOffer success
user1750 makeOffer success
user1756 withdrawListing success
user1757 createListing success
user1757 createListing success
user1755 makeOffer success
user1757 withdrawListing success
user1738 acceptOffer success
user930 finalize success
user1745 finalize success
user1751 acceptOffer success
user1757 createListing success
user1757 updateListing success
user1758 createListing success
user1757 createListing success
user1759 createListing success
user1760 makeOffer success
user1759 acceptOffer success
user1755 finalize success
user1757 createListing success
user956 acceptOffer success
user1760 finalize success
user956 acceptOffer success
user1760 createListing success
user1755 makeOffer success
user1757 createListing success
user1761 makeOffer success
user1759 makeOffer success
user1760 acceptOffer success
user1762 createListing success
user1751 acceptOffer success
user1759 finalize success
user1763 createListing success
user1755 finalize success
user1761 createListing success
user1764 createListing success
user1757 createListing success
user1681 acceptOffer success
user1751 createListing success
user1765 createListing success
user1766 makeOffer success
user1755 makeOffer success
user1762 makeOffer success
user1757 createListing success
user1763 makeOffer success
user1751 acceptOffer success
user1766 createListing success
user1763 acceptOffer success
user1762 acceptOffer success
user1761 finalize success
user1755 finalize success
user1765 makeOffer success
user1764 makeOffer success
user1762 finalize success
user1763 finalize success
user1764 acceptOffer success
user1765 acceptOffer success
user1765 finalize success
user1467 acceptOffer success
user1681 makeOffer fail
user1764 finalize success
user1766 finalize success
user1767 makeOffer success
user1767 createListing success
user1766 acceptOffer success
user1768 createListing success
user1767 finalize success
user1769 createListing fail
user1552 createListing success
user144 acceptOffer success
user1769 createListing success
user1770 createListing success
user1770 makeOffer success
user1768 acceptOffer success
user1768 makeOffer success
user1770 finalize success
user1770 acceptOffer success
user1768 finalize success
user787 createListing success
user1771 createListing success
user1772 createListing success
user1773 makeOffer success
user1772 acceptOffer success
user1774 createListing success
user1773 finalize success
user1773 createListing success
user1772 makeOffer success
user1775 makeOffer success
user1773 acceptOffer success
user1772 finalize success
user1769 acceptOffer success
user1776 createListing success
user1776 makeOffer success
user1774 createListing success
user1771 acceptOffer success
user1775 createListing success
user1771 makeOffer success
user1776 acceptOffer success
user1776 finalize success
user1771 finalize success
user1769 makeOffer fail
user1775 finalize fail
user1777 createListing success
user1774 makeOffer success
user1777 makeOffer success
user1501 createListing success
user1777 withdrawOffer success
user1777 makeOffer success
user1778 makeOffer success
user1672 acceptOffer success
user1501 acceptOffer success
user1778 finalize success
user1779 createListing success
user1778 createListing success
user585 makeOffer success
user1587 makeOffer success
user1588 makeOffer success
user1589 makeOffer success
user1501 makeOffer success
user1778 acceptOffer success
user1777 acceptOffer success
user1590 makeOffer success
user1774 acceptOffer success
user1777 finalize success
user1501 finalize success
user585 makeOffer success
user1670 acceptOffer success
user1775 finalize success
user1780 createListing success
user1780 makeOffer success
user1781 createListing success
user1779 acceptOffer success
user1779 makeOffer success
user1780 finalize success
user1782 makeOffer success
user1780 acceptOffer success
user1779 finalize success
user1781 acceptOffer success
user1782 finalize success
user1769 makeOffer success
user1782 createListing success
user1781 makeOffer success
user1782 acceptOffer success
user1775 acceptOffer success
user1608 acceptOffer success
user1669 acceptOffer success
user1781 finalize success
user1608 acceptOffer fail
user1647 finalize success
user1774 finalize success
user1769 finalize success
user1783 createListing success
user1647 acceptOffer success
user1591 makeOffer success
user1784 makeOffer success
user1592 makeOffer success
user1661 acceptOffer success
user1784 makeOffer success
user1615 acceptOffer success
user1785 createListing success
user1594 makeOffer success
user1600 makeOffer success
user1615 acceptOffer success
user1783 acceptOffer success
user1601 makeOffer success
user1608 makeOffer success
user1784 finalize success
user1644 makeOffer success
user1660 acceptOffer success
user1617 acceptOffer success
user126 updateListing success
user1784 createListing success
user1783 makeOffer success
user1784 acceptOffer success
user1783 finalize success
user1617 makeOffer success
user1657 acceptOffer success
user1684 acceptOffer success
user1656 acceptOffer success
user1654 finalize success
user1654 acceptOffer success
user1651 finalize success
user1783 makeOffer success
user1651 acceptOffer success
user1642 makeOffer success
user1552 acceptOffer success
user1682 finalize success
user1682 acceptOffer success
user1783 makeOffer success
user1641 finalize success
user1649 finalize success
user1641 acceptOffer success
user1642 finalize success
user1649 acceptOffer success
user1552 makeOffer success
user1784 acceptOffer success
user1783 finalize success
user1648 finalize success
user1584 acceptOffer success
user1648 acceptOffer success
user1646 acceptOffer success
user1645 acceptOffer success
user1640 acceptOffer success
user1552 finalize success
user1643 finalize success
user1643 acceptOffer success
user1639 finalize success
user1639 acceptOffer success
user1642 finalize success
user1642 acceptOffer success
user1622 finalize success
user1622 acceptOffer success
user1621 acceptOffer success
user1620 acceptOffer success
user1561 makeOffer success
user1613 finalize success
user1585 acceptOffer success
user1611 finalize success
user1644 withdrawOffer success
user1644 acceptOffer success
user1671 acceptOffer success
user1786 makeOffer success
user850 acceptOffer success
user1683 makeOffer success
user1671 acceptOffer fail
user1610 finalize success
user1609 finalize success
user1786 finalize success
user1592 finalize success
user1607 finalize success
user1605 acceptOffer success
user1596 acceptOffer success
user1786 createListing success
user1786 createListing success
user1599 finalize success
user850 makeOffer success
user1761 acceptOffer success
user1786 acceptOffer success
user1683 finalize success
user1220 createListing success
user850 finalize success
user495 makeOffer success
user1220 acceptOffer success
user1673 finalize success
user1672 finalize success
user1585 makeOffer success
user1585 acceptOffer success
user1587 acceptOffer success
user1585 acceptOffer success
user1588 finalize success
user1589 finalize success
user1590 finalize success
user1591 finalize success
user495 finalize success
user335 withdrawListing success
user1670 finalize success
user1669 finalize success
user1608 finalize success
user144 updateListing success
user1661 finalize success
user1660 finalize success
user1659 finalize success
user1618 finalize success
user1618 acceptOffer success
user1684 finalize success
user1656 finalize success
user1645 finalize success
user1640 finalize success
user1644 finalize success
user1787 createListing success
user1584 makeOffer success
user1585 acceptOffer success
user1587 acceptOffer success
user1596 finalize success
user1584 finalize success
user1585 finalize success
user1603 updateListing success
user1603 acceptOffer success
user1189 makeOffer success
user1587 finalize success
user1189 makeOffer success
user1189 makeOffer success
user1589 makeOffer success
user1612 finalize success
user1588 acceptOffer success
user1613 finalize success
user1589 finalize success
user1593 acceptOffer success
user1593 acceptOffer fail
user1593 makeOffer success
user1593 acceptOffer fail
user1593 makeOffer success
user1588 createListing success
user1609 finalize success
user1584 acceptOffer success
user1584 acceptOffer success
user1584 acceptOffer success
user1589 makeOffer success
user1593 finalize success
user1588 acceptOffer success
user1589 finalize success
user35 createListing success
user1788 createListing success
user144 updateListing success
user1638 withdrawOffer fail
user1638 finalize success
user1638 finalize success
user1638 acceptOffer success
user1638 finalize fail
user1638 finalize fail
user1616 acceptOffer success
user1616 acceptOffer fail
user1616 acceptOffer success
user1616 makeOffer success
user1593 createListing success
user1671 finalize success
user1789 makeOffer success
user1609 makeOffer success
user1593 acceptOffer success
user35 withdrawListing success
user1600 createListing success
user1609 finalize success
user1594 makeOffer success
user1600 acceptOffer success
user1594 finalize success
user1614 acceptOffer success
user1614 acceptOffer fail
user1614 acceptOffer fail
user1614 makeOffer success
user1614 acceptOffer fail
user71 updateListing success
user144 updateListing success
user1615 finalize success
user1584 acceptOffer success
user1584 acceptOffer success
user1600 finalize success
user1587 acceptOffer success
user71 updateListing success
user1584 acceptOffer success
user1584 acceptOffer fail
user1614 finalize success
user1584 acceptOffer fail
user12 acceptOffer success
user1584 acceptOffer fail
user1616 finalize success
user1616 acceptOffer fail
user1616 acceptOffer fail
user1617 finalize success
user1584 acceptOffer fail
user1601 finalize success
user1650 withdrawOffer success
user1650 finalize success
user1650 acceptOffer fail
user1650 finalize fail
user1650 acceptOffer fail
user1657 finalize success
user1656 createListing success
user1641 createListing success
user1641 updateListing success
user1656 makeOffer success
user1596 makeOffer success
user1650 acceptOffer success
user1585 makeOffer success
user1644 finalize success
user1656 finalize success
user1641 acceptOffer success
user1659 makeOffer success
user1656 acceptOffer success
user1585 finalize success
user1611 updateListing success
user1659 finalize success
user1599 acceptOffer success
user1599 updateListing success
user1637 finalize success
user1611 updateListing success
user1596 finalize success
user1637 finalize success
user1637 acceptOffer success
user1637 acceptOffer fail
user1637 finalize fail
user1637 acceptOffer fail
user1637 acceptOffer fail
user1620 finalize success
user1646 makeOffer success
user1659 acceptOffer success
user1646 finalize success
user1679 finalize success
user35 withdrawListing success
user1679 finalize success
user1612 createListing success
user1613 createListing success
user1622 updateListing success
user1679 updateListing success
user1612 createListing success
user1599 makeOffer success
user1631 finalize success
user1612 acceptOffer success
user1599 finalize success
user1599 makeOffer success
user1679 acceptOffer success
user1599 finalize success
user1602 makeOffer success
user1621 makeOffer success
user1790 makeOffer success
user1635 withdrawOffer fail
user1635 finalize success
user1635 acceptOffer success
user1635 finalize fail
user1635 finalize success
user1635 finalize fail
user1635 acceptOffer fail
user1635 finalize fail
user1635 acceptOffer fail
user1635 updateListing success
user1635 finalize fail
user1635 finalize fail
user112 withdrawListing success
user1791 makeOffer success
user1274 createListing success
user11 updateListing success
user11 updateListing success
user11 updateListing success
user118 updateListing success
user1792 makeOffer success
user148 makeOffer success
user118 updateListing success
user71 acceptOffer success
user144 withdrawOffer success
user144 acceptOffer success
user144 updateListing success
user585 finalize success
user1516 finalize success
user858 finalize success
user363 makeOffer success
user858 updateListing success
user363 makeOffer success
user363 makeOffer success
user363 makeOffer success
user363 makeOffer success
user311 finalize success
user1793 createListing success
user1793 createListing success
user1793 createListing success
user1793 updateListing success
user1397 withdrawOffer success
user1793 withdrawListing success
user1397 makeOffer success
user1793 withdrawListing success
user1793 createListing success
user1793 updateListing success
user1793 updateListing success
user273 updateListing success
user118 updateListing success
user11 updateListing success
user11 updateListing success
user151 updateListing success
user151 updateListing success
user363 makeOffer success
user1595 acceptOffer success
user1595 acceptOffer fail
user1595 acceptOffer fail
user1595 acceptOffer fail
user1595 acceptOffer fail
user1595 makeOffer success
user1595 createListing success
user1595 createListing success
user12 createListing success
user1794 createListing success
user1795 makeOffer success
user1795 createListing success
user1767 acceptOffer success
user1795 finalize success
user11 createListing success
user193 updateListing success
user1796 createListing success
user71 acceptOffer success
user71 acceptOffer success
user71 acceptOffer success
user71 acceptOffer success
user71 acceptOffer success
user71 acceptOffer success
user358 makeOffer success
user358 makeOffer success
user358 makeOffer success
user363 finalize fail
user363 finalize fail
user363 finalize fail
user363 finalize fail
user363 finalize fail
user363 finalize success
user363 finalize success
user363 finalize success
user363 finalize success
user363 finalize success
user363 finalize success
user363 makeOffer success
user71 acceptOffer success
user12 acceptOffer success
user71 dispute success
user144 createListing success
user144 updateListing success
user144 dispute success
user14 executeRuling success
user14 executeRuling success
user14 executeRuling success
user14 executeRuling success
user1797 makeOffer success
user1798 makeOffer success
user1799 makeOffer success
user446 withdrawListing success
user148 finalize success
user430 withdrawListing success
user1800 createListing success
user1800 createListing success
user363 finalize success
user1800 updateListing success
user1800 makeOffer success
user1800 withdrawOffer success
user1801 createListing success
user1800 createListing success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user1802 makeOffer success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute success
user144 dispute fail
user144 dispute fail
user144 dispute fail
user144 dispute fail
user144 dispute fail
user11 createListing success
user14 executeRuling success
user14 executeRuling success
user14 executeRuling success
user14 executeRuling success
user14 executeRuling fail
user14 executeRuling fail
user14 executeRuling success
user14 executeRuling success
user14 executeRuling success
